Title,Identifier,Creator,Date,Subject,Source,Rights,Format,Language,Type,Coverage,,Image
map_412,412,Billy Sims,1989,"Kings Mountain, KY",Berea College Special Collections and Archives,Rights Reserved by: Billy Sims,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_413,413,Gail Parsons,0,"Parsons, WV",Berea College Special Collections and Archives,Rights Reserved by: Gail Parsons,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_414,414,Bambi Belmont,1989,"Charleston, WV",Berea College Special Collections and Archives,Rights Reserved by: Bambi Belmont,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_415,415,Martin Wilson,1956,"Pineville, KY",Berea College Special Collections and Archives,Rights Reserved by: Martin Wilson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_416,416,Charles Adams,1988,"Flemingsburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Charles Adams,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_417,417,Murial Wright,1956,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Murial Wright,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_418,418,Wayne Ratliff,1987,"Paintsville, KY",Berea College Special Collections and Archives,Rights Reserved by: Wayne Ratliff,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_419,419,Susan Daffron,1987,"Blountville, TN",Berea College Special Collections and Archives,Rights Reserved by: Susan Daffron,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_420,420,Shirley Jarvis,1956,"Lenoir, KY",Berea College Special Collections and Archives,Rights Reserved by: Shirley Jarvis,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_421,421,Robert Gray,1987,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Robert Gray,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_422,422,Kim Williams,1987,"Surgoinsville, TN",Berea College Special Collections and Archives,Rights Reserved by: Kim Williams,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_423,423,Barbara Thomas,1966,"Middlesboro, KY",Berea College Special Collections and Archives,Rights Reserved by: Barbara Thomas,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_424,424,Becca Hamner,1966,"Decatur, KY",Berea College Special Collections and Archives,Rights Reserved by: Becca Hamner,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_425,425,Becca Hamner,1966,"Decatur, KY",Berea College Special Collections and Archives,Rights Reserved by: Becca Hamner,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_426,426,Earnest A Baker,0,"Bradshaw, WV",Berea College Special Collections and Archives,Rights Reserved by: Earnest A Baker,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_427,427,Betty Lou Miller,1966,"Liberty, KY",Berea College Special Collections and Archives,Rights Reserved by: Betty Lou Miller,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_428,428,Frieda Meade,0,"Madison, WV",Berea College Special Collections and Archives,Rights Reserved by: Frieda Meade,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_429,429,Bobby Jo Gay,1966,", KY",Berea College Special Collections and Archives,Rights Reserved by: Bobby Jo Gay,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_430,430,"Aaron Philips	",1971,"Franklin, NC",Berea College Special Collections and Archives,"Rights Reserved by: Aaron Philips	","Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_431,431,Allan Bareger,1971,"Lexington, VA",Berea College Special Collections and Archives,Rights Reserved by: Allan Bareger,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_432,432,"Betty Poynter	",1971,"Ber, KY",Berea College Special Collections and Archives,"Rights Reserved by: Betty Poynter	","Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_433,433,Billy Roberts,1971,"Marshall, NC",Berea College Special Collections and Archives,Rights Reserved by: Billy Roberts,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_434,434,Carol Parris,1971,"Bluefield, VA",Berea College Special Collections and Archives,Rights Reserved by: Carol Parris,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_435,435,Genenne Wilson,1971,"Candler, NC",Berea College Special Collections and Archives,Rights Reserved by: Genenne Wilson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_436,436,John Baldwin,1971,"Canada, KY",Berea College Special Collections and Archives,Rights Reserved by: John Baldwin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_437,437,K. Wallace,1971,"Smyrna, SC",Berea College Special Collections and Archives,Rights Reserved by: K. Wallace,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_438,438,Linda Fuller,1971,"Marion, VA",Berea College Special Collections and Archives,Rights Reserved by: Linda Fuller,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_439,439,Michael Browning,1971,"Lancaster, KY",Berea College Special Collections and Archives,Rights Reserved by: Michael Browning,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_440,440,Rebecca White,1971,"Monticello, KY",Berea College Special Collections and Archives,Rights Reserved by: Rebecca White,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_441,441,Robert Goddard,1971,", WV",Berea College Special Collections and Archives,Rights Reserved by: Robert Goddard,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_442,442,Ronnie Delph,1971,"McRoberts, KY",Berea College Special Collections and Archives,Rights Reserved by: Ronnie Delph,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_443,443,Rusty Wilburn,1971,"Narrows, VA",Berea College Special Collections and Archives,Rights Reserved by: Rusty Wilburn,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_444,444,Sandy Fix,1971,"Buchanan, VA",Berea College Special Collections and Archives,Rights Reserved by: Sandy Fix,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_445,445,Sandy Walke,1971,"Wytheville, VA",Berea College Special Collections and Archives,Rights Reserved by: Sandy Walke,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_446,446,Shelia Frye,1971,"Sweetwater, TN",Berea College Special Collections and Archives,Rights Reserved by: Shelia Frye,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_447,447,Susie Madden,1971,"Elkins, WV",Berea College Special Collections and Archives,Rights Reserved by: Susie Madden,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_448,448,Tom Markland,1971,"St. Clairville, OH",Berea College Special Collections and Archives,Rights Reserved by: Tom Markland,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_449,449,William Stine,1971,"Blountville, TN",Berea College Special Collections and Archives,Rights Reserved by: William Stine,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_450,450,Aaron Philips,1971,"Franklin, NC",Berea College Special Collections and Archives,Rights Reserved by: Aaron Philips,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_451,451,Bobby S. Parsons,1957,"Blount, AL",Berea College Special Collections and Archives,Rights Reserved by: Bobby S. Parsons,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_452,452,Hollis Flynn,1957,"Somerset, KY",Berea College Special Collections and Archives,Rights Reserved by: Hollis Flynn,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_453,453,John Kenneth Terry,1957,"Jackson, KY",Berea College Special Collections and Archives,Rights Reserved by: John Kenneth Terry,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_454,454,John Kenneth Terry,1957,"Jackson, KY",Berea College Special Collections and Archives,Rights Reserved by: John Kenneth Terry,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_455,455,Larry Baber,1957,"Frog Level Community, NC",Berea College Special Collections and Archives,Rights Reserved by: Larry Baber,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_456,456,Marvin E. Carroll,1957,"Olive Hill, KY",Berea College Special Collections and Archives,Rights Reserved by: Marvin E. Carroll,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_457,457,Betty Pierce,1969,"Duff, TN",Berea College Special Collections and Archives,Rights Reserved by: Betty Pierce,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_458,458,Patsy Brown,1957,"Rogersville, TN",Berea College Special Collections and Archives,Rights Reserved by: Patsy Brown,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_459,459,Carmelita Pauley,1969,"Wayne, WV",Berea College Special Collections and Archives,Rights Reserved by: Carmelita Pauley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_460,460,Earlene Hawks,1969,"Ararat, KY",Berea College Special Collections and Archives,Rights Reserved by: Earlene Hawks,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_461,461,Vernon,1957,"Mousie, KY",Berea College Special Collections and Archives,Rights Reserved by: Vernon,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_462,462,Willa Ann Boone,1957,"Newdale, NC",Berea College Special Collections and Archives,Rights Reserved by: Willa Ann Boone,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_463,463,John Sanslow,1969,"Riverside, VA",Berea College Special Collections and Archives,Rights Reserved by: John Sanslow,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_464,464,Carson Miracle,1958,"Tazewell, TN",Berea College Special Collections and Archives,Rights Reserved by: Carson Miracle,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_465,465,Judith Ann Sharp,1958,"Huntsville, TN",Berea College Special Collections and Archives,Rights Reserved by: Judith Ann Sharp,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_466,466,Linda Wheeler,1958,"Wheeler, KY",Berea College Special Collections and Archives,Rights Reserved by: Linda Wheeler,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_467,467,Julie Caleebs,1969,"Barbourville, KY",Berea College Special Collections and Archives,Rights Reserved by: Julie Caleebs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_468,468,Mary Alice,1958,"Harlan, KY",Berea College Special Collections and Archives,Rights Reserved by: Mary Alice,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_469,469,Leonard Maigar,1969,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Leonard Maigar,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_470,470,Roxie Wickline,1958,"Union, WV",Berea College Special Collections and Archives,Rights Reserved by: Roxie Wickline,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_471,471,Melani Colley,1969,"Birchleaf, VA",Berea College Special Collections and Archives,Rights Reserved by: Melani Colley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_472,472,Sybil Gregory,1958,", NC",Berea College Special Collections and Archives,Rights Reserved by: Sybil Gregory,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_473,473,Pamela Baldwin,1969,"Kopperston, WV",Berea College Special Collections and Archives,Rights Reserved by: Pamela Baldwin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_474,474,Vernon York,1958,"Jamestown, KY",Berea College Special Collections and Archives,Rights Reserved by: Vernon York,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_475,475,Walter Ward Jr.,1958,", KY",Berea College Special Collections and Archives,Rights Reserved by: Walter Ward Jr.,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_476,476,Walter Ward Jr.,1958,"Willaimsport, KY",Berea College Special Collections and Archives,Rights Reserved by: Walter Ward Jr.,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_477,477,Roger Braden,1969,"Braden Flats, TN",Berea College Special Collections and Archives,Rights Reserved by: Roger Braden,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_478,478,Shayla Damron,1969,", KY",Berea College Special Collections and Archives,Rights Reserved by: Shayla Damron,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_479,479,Wesley Harris,1958,"Jonesville, VA",Berea College Special Collections and Archives,Rights Reserved by: Wesley Harris,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_480,480,Susie Stewart,1969,"Lenoir City, TN",Berea College Special Collections and Archives,Rights Reserved by: Susie Stewart,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_481,481,Willard Ashworth,1958,"Happy, KY",Berea College Special Collections and Archives,Rights Reserved by: Willard Ashworth,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_482,482,Bill Waycaster,0,"Marrion, NC",Berea College Special Collections and Archives,Rights Reserved by: Bill Waycaster,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_483,483,Vicky Perdue,1969,"Redfox, KY",Berea College Special Collections and Archives,Rights Reserved by: Vicky Perdue,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_484,484,Carl Haught,1959,", WV",Berea College Special Collections and Archives,Rights Reserved by: Carl Haught,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_485,485,Duckett,1969,", SC",Berea College Special Collections and Archives,Rights Reserved by: Duckett,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_486,486,Ella Moore,1959,"Cliff, KY",Berea College Special Collections and Archives,Rights Reserved by: Ella Moore,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_487,487,Patricia Graham,0,", VA",Berea College Special Collections and Archives,Rights Reserved by: Patricia Graham,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_488,488,Harriet Smargian,1959,"Pageton, WV",Berea College Special Collections and Archives,Rights Reserved by: Harriet Smargian,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_489,489,Sue Peters,1968,"Clifton Forge, VA",Berea College Special Collections and Archives,Rights Reserved by: Sue Peters,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_490,490,Howard Scoggin,1959,", NC",Berea College Special Collections and Archives,Rights Reserved by: Howard Scoggin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_491,491,Tommy Stone,1968,"Martin, KY",Berea College Special Collections and Archives,Rights Reserved by: Tommy Stone,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_492,492,Judith Thompson,1959,", WV",Berea College Special Collections and Archives,Rights Reserved by: Judith Thompson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_493,493,Phyllis Combs,1959,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Phyllis Combs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_494,494,Charlotte Cook,0,"Bristol, VA",Berea College Special Collections and Archives,Rights Reserved by: Charlotte Cook,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_495,495,Clyde Draughn,0,"Dobson, NC",Berea College Special Collections and Archives,Rights Reserved by: Clyde Draughn,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_496,496,Collene A. Gibson,0,"Elkins, WV",Berea College Special Collections and Archives,Rights Reserved by: Collene A. Gibson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_497,497,Curtis Caudill,0,"Cumberland, KY",Berea College Special Collections and Archives,Rights Reserved by: Curtis Caudill,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_498,498,Curtis Styles,0,"Waynesville, NC",Berea College Special Collections and Archives,Rights Reserved by: Curtis Styles,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_499,499,Dale Greenwalt,0,"Kline, WV",Berea College Special Collections and Archives,Rights Reserved by: Dale Greenwalt,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_500,500,Dale Meek,0,"Louisa, KY",Berea College Special Collections and Archives,Rights Reserved by: Dale Meek,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_501,501,Daniel Miller,0,"Fort Spring, WV",Berea College Special Collections and Archives,Rights Reserved by: Daniel Miller,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_502,502,David Hess,0,"Williamson, WV",Berea College Special Collections and Archives,Rights Reserved by: David Hess,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_503,503,David Hess,0,"Belfrey, WV",Berea College Special Collections and Archives,Rights Reserved by: David Hess,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_504,504,Delores Branham,0,"Cumberland, KY",Berea College Special Collections and Archives,Rights Reserved by: Delores Branham,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_505,505,Dennis Lewis,0,"Big Hill, KY",Berea College Special Collections and Archives,Rights Reserved by: Dennis Lewis,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_506,506,Denver Parks,0,"Corbin, KY",Berea College Special Collections and Archives,Rights Reserved by: Denver Parks,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_507,507,Denzil Hall,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Denzil Hall,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_508,508,Burnette Cook,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Burnette Cook,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_509,509,Carl Birkhead,0,"Louisa, KY",Berea College Special Collections and Archives,Rights Reserved by: Carl Birkhead,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_510,510,Cecil Nanngy,0,"Black Mountain, KY",Berea College Special Collections and Archives,Rights Reserved by: Cecil Nanngy,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_511,511,Phyllis Whitlock,1959,"Floyd, VA",Berea College Special Collections and Archives,Rights Reserved by: Phyllis Whitlock,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_512,512,Rose Ellen Hayes,1959,"Hindman, KY",Berea College Special Collections and Archives,Rights Reserved by: Rose Ellen Hayes,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_513,513,Wanda Asher,1959,"Red Bird, KY",Berea College Special Collections and Archives,Rights Reserved by: Wanda Asher,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_514,514,Linda Hall,1960,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Linda Hall,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_515,515,Carl Hilson,1967,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Carl Hilson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_516,516,Mary Edna Wright,1960,"Daisy, TN",Berea College Special Collections and Archives,Rights Reserved by: Mary Edna Wright,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_517,517,Phyllis Dutton,1960,"Caney Fork, KY",Berea College Special Collections and Archives,Rights Reserved by: Phyllis Dutton,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_518,518,Brenda Dingus,1968,"St. Paul, VA",Berea College Special Collections and Archives,Rights Reserved by: Brenda Dingus,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_519,519,Robert Johnson,1960,"Lake City, TN",Berea College Special Collections and Archives,Rights Reserved by: Robert Johnson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_520,520,Shirley Nelson,1960,"Insull, KY",Berea College Special Collections and Archives,Rights Reserved by: Shirley Nelson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_521,521,JT Coomer,0,"Jones Chapel, KY",Berea College Special Collections and Archives,Rights Reserved by: JT Coomer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_522,522,Thomas Goodin Banner,1960,", KY",Berea College Special Collections and Archives,Rights Reserved by: Thomas Goodin Banner,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_523,523,Wayne Geiss,0,"Chandlerevile, KY",Berea College Special Collections and Archives,Rights Reserved by: Wayne Geiss,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_524,524,W.H. Witt,0,"Louisa, KY",Berea College Special Collections and Archives,Rights Reserved by: W.H. Witt,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_525,525,Willard Grayhart,0,"Corbin, KY",Berea College Special Collections and Archives,Rights Reserved by: Willard Grayhart,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_526,526,Willard Hones,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Willard Hones,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_527,527,Wilma J. Hylton,0,"Laurel Branch, VA",Berea College Special Collections and Archives,Rights Reserved by: Wilma J. Hylton,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_528,528,Yvonne Deal,0,"Swannannoa, NC",Berea College Special Collections and Archives,Rights Reserved by: Yvonne Deal,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_529,529,Donna Clames,1966,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Donna Clames,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_530,530,Cleta Counts,1973,"Haysi, VA",Berea College Special Collections and Archives,Rights Reserved by: Cleta Counts,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_531,531,Tina Hallam,1977,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Tina Hallam,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_532,532,,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: ,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_533,533,Carl Hoefer,0,"Hardin Valley, TN",Berea College Special Collections and Archives,Rights Reserved by: Carl Hoefer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_534,534,Cathy Adkins,0,"Ashland, KY",Berea College Special Collections and Archives,Rights Reserved by: Cathy Adkins,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_535,535,Charlene Plemmons,0,"Altmont, KY",Berea College Special Collections and Archives,Rights Reserved by: Charlene Plemmons,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_536,536,Dexter Cohen,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Dexter Cohen,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_537,537,Don Beatty,0,"Jeff, KY",Berea College Special Collections and Archives,Rights Reserved by: Don Beatty,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_538,538,Donna Brown,0,"Oceana, KY",Berea College Special Collections and Archives,Rights Reserved by: Donna Brown,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_539,539,Donnie Munay,0,"Hegira, KY",Berea College Special Collections and Archives,Rights Reserved by: Donnie Munay,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_540,540,Dorothy E. Skaggs,0,"Anstead, KY",Berea College Special Collections and Archives,Rights Reserved by: Dorothy E. Skaggs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_541,541,Ellen Carpenter,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ellen Carpenter,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_542,542,Emily Scott,0,"Mudlick, KY",Berea College Special Collections and Archives,Rights Reserved by: Emily Scott,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_543,543,E. T. Kash Jr.,0,"Hazel Green, KY",Berea College Special Collections and Archives,Rights Reserved by: E. T. Kash Jr.,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_544,544,Eugene Fraley,0,"Elliotville, KY",Berea College Special Collections and Archives,Rights Reserved by: Eugene Fraley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_545,545,Eugene Holbrook,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Eugene Holbrook,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_546,546,Finley Laye,0,"Jellico, TN",Berea College Special Collections and Archives,Rights Reserved by: Finley Laye,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_547,547,Floyd K. Bevins,0,"Hatfield, KY",Berea College Special Collections and Archives,Rights Reserved by: Floyd K. Bevins,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_548,548,G.T. Blakey Jr.,0,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: G.T. Blakey Jr.,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
